34.0748	186  
34.1135	159  
34.1522	164  
34.1909	168  
34.2295	175  
34.2682	189  
34.3069	186  
34.3456	215  
34.3843	251  
34.423	242  
34.4617	251  
34.5004	373  
34.5391	402  
34.5777	577  
34.6164	771  
34.6551	1178 
34.6938	1659 
34.7325	2398 
34.7712	3211 
34.8099	4054 
34.8486	4871 
34.8873	5571 
34.926	6000 
34.9646	5882 
35.0033	5583 
35.042	4818 
35.0807	3992 
35.1194	3076 
35.1581	2389 
35.1968	1630 
35.2355	1223 
35.2742	805  
35.3129	596  
35.3515	427  
35.3902	362  
35.4289	269  
35.4676	266  
35.5063	242  
35.545	184  
35.5837	186  
35.6224	208  
35.6611	208  
35.6998	176  
35.7384	202  
35.7771	175  
35.8158	191  
35.8545	183  
35.8932	191  
35.9319	202  
35.9706	165  
36.0093	158  
36.048	177  
36.0867	178  
36.1253	186  
36.164	162  
36.2027	182  
36.2414	169  
36.2801	167  
36.3188	149  
36.3575	157  
36.3962	154  
36.4349	198  
36.4736	147  
36.5122	158  
36.5509	170  
36.5896	171  
36.6283	165  
36.667	173  
36.7057	160  
36.7444	163  
36.7831	167  
36.8218	175  
36.8605	177  
36.8991	166  
36.9378	162  
36.9765	169  
37.0152	169  
37.0539	159  
37.0926	161  
37.1313	167  
37.17	167  
37.2087	162  
37.2474	185  
37.286	144  
37.3247	194  
37.3634	138  
37.4021	173  
37.4408	146  
37.4795	164  
37.5182	189  
37.5569	157  
37.5956	163  
37.6342	164  
37.6729	166  
37.7116	162  
37.7503	171  
37.789	170  
37.8277	183  
37.8664	186  
37.9051	185  
37.9438	163  
37.9825	194  
38.0211	199  
38.0598	153  
38.0985	167  
38.1372	154  
38.1759	171  
38.2146	171  
38.2533	184  
38.292	165  
38.3307	177  
38.3694	163  
38.408	168  
38.4467	148  
38.4854	159  
38.5241	166  
38.5628	175  
38.6015	167  
38.6402	150  
38.6789	174  
38.7176	189  
38.7563	187  
38.7949	157  
38.8336	176  
38.8723	160  
38.911	171  
38.9497	165  
38.9884	166  
39.0271	180  
39.0658	179  
39.1045	192  
39.1432	167  
39.1818	188  
39.2205	189  
39.2592	173  
39.2979	188  
39.3366	206  
39.3753	204  
39.414	230  
39.4527	234  
39.4914	228  
39.5301	201  
39.5687	264  
39.6074	206  
39.6461	228  
39.6848	211  
39.7235	199  
39.7622	153  
39.8009	189  
39.8396	188  
39.8783	150  
39.917	176  
39.9556	159  
39.9943	174  
40.033	157  
40.0717	153  
40.1104	171  
40.1491	145  
40.1878	163  
40.2265	158  
40.2652	161  
40.3039	152  
40.3425	149  
40.3812	154  
40.4199	157  
40.4586	170  
40.4973	169  
40.536	179  
40.5747	190  
40.6134	182  
40.6521	187  
40.6907	194  
40.7294	228  
40.7681	268  
40.8068	285  
40.8455	298  
40.8842	339  
40.9229	355  
40.9616	381  
41.0003	396  
41.039	366  
41.0776	315  
41.1163	292  
41.155	257  
41.1937	233  
41.2324	229  
41.2711	204  
41.3098	178  
41.3485	193  
41.3872	165  
41.4259	165  
41.4645	171  
41.5032	165  
41.5419	139  
41.5806	151  
41.6193	161  
41.658	168  
41.6967	174  
41.7354	142  
41.7741	168  
41.8128	163  
41.8514	171  
41.8901	178  
41.9288	178  
41.9675	159  
42.0062	157  
42.0449	157  
42.0836	168  
42.1223	180  
42.161	169  
42.1997	171  
42.2383	187  
42.277	198  
42.3157	217  
42.3544	228  
42.3931	267  
42.4318	366  
42.4705	432  
42.5092	584  
42.5479	771  
42.5866	1056 
42.6252	1284 
42.6639	1583 
42.7026	1736 
42.7413	2011 
42.78	2045 
42.8187	2079 
42.8574	1924 
42.8961	1754 
42.9348	1505 
42.9735	1161 
43.0121	956  
43.0508	713  
43.0895	547  
43.1282	419  
43.1669	306  
43.2056	298  
43.2443	267  
43.283	230  
43.3217	213  
43.3604	199  
43.399	193  
43.4377	180  
43.4764	166  
43.5151	192  
43.5538	174  
43.5925	144  
43.6312	158  
43.6699	167  
43.7086	204  
43.7472	180  
43.7859	193  
43.8246	159  
43.8633	174  
43.902	152  
43.9407	149  
43.9794	148  
44.0181	166  
44.0568	152  
44.0955	197  
44.1341	148  
44.1728	148  
44.2115	162  
44.2502	171  
44.2889	175  
44.3276	170  
44.3663	172  
44.405	159  
44.4437	165  
44.4824	181  
44.521	150  
44.5597	166  
44.5984	187  
44.6371	175  
44.6758	157  
44.7145	200  
44.7532	141  
44.7919	175  
44.8306	152  
44.8693	179  
44.9079	160  
44.9466	136  
44.9853	184  
45.024	168  
45.0627	138  
45.1014	158  
45.1401	158  
45.1788	182  
45.2175	169  
45.2562	178  
45.2948	177  
45.3335	171  
45.3722	159  
45.4109	167  
45.4496	168  
45.4883	180  
45.527	161  
45.5657	141  
45.6044	173  
45.6431	183  
45.6817	180  
45.7204	190  
45.7591	192  
45.7978	157  
45.8365	192  
45.8752	166  
45.9139	197  
45.9526	158  
45.9913	182  
46.03	179  
46.0686	169  
46.1073	175  
46.146	165  
46.1847	166  
46.2234	165  
46.2621	194  
46.3008	174  
46.3395	178  
46.3782	185  
46.4169	160  
46.4555	182  
46.4942	178  
46.5329	188  
46.5716	178  
46.6103	173  
46.649	160  
46.6877	192  
46.7264	172  
46.7651	183  
46.8037	178  
46.8424	209  
46.8811	180  
46.9198	165  
46.9585	193  
46.9972	207  
47.0359	184  
47.0746	181  
47.1133	180  
47.152	181  
47.1906	191  
47.2293	207  
47.268	204  
47.3067	204  
47.3454	195  
47.3841	194  
47.4228	193  
47.4615	209  
47.5002	183  
47.5389	177  
47.5775	222  
47.6162	213  
47.6549	222  
47.6936	245  
47.7323	223  
47.771	209  
47.8097	214  
47.8484	221  
47.8871	249  
47.9258	223  
47.9644	206  
48.0031	231  
48.0418	232  
48.0805	226  
48.1192	221  
48.1579	213  
48.1966	231  
48.2353	238  
48.274	248  
48.3127	237  
48.3513	250  
48.39	231  
48.4287	227  
48.4674	266  
48.5061	269  
48.5448	282  
48.5835	247  
48.6222	272  
48.6609	291  
48.6996	322  
48.7382	290  
48.7769	292  
48.8156	301  
48.8543	309  
48.893	326  
48.9317	385  
48.9704	373  
49.0091	436  
49.0478	516  
49.0865	622  
49.1251	799  
49.1638	1140 
49.2025	1505 
49.2412	2019 
49.2799	2560 
49.3186	3221 
49.3573	3824 
49.396	4140 
49.4347	4377 
49.4734	4166 
49.512	3862 
49.5507	3371 
49.5894	2696 
49.6281	2166 
49.6668	1537 
49.7055	1042 
49.7442	724  
49.7829	493  
49.8216	347  
49.8602	269  
49.8989	181  
49.9376	187  
49.9763	152  
50.015	160  
50.0537	136  
50.0924	123  
50.1311	114  
50.1698	118  
50.2085	116  
50.2471	126  
50.2858	116  
50.3245	140  
50.3632	106  
50.4019	134  
50.4406	110  
50.4793	112  
50.518	108  
50.5567	117  
50.5954	94   
50.634	94   
50.6727	112  
50.7114	111  
50.7501	121  
50.7888	114  
50.8275	127  
50.8662	96   
50.9049	94   
50.9436	104  
50.9823	89   
51.0209	101  
51.0596	118  
51.0983	106  
51.137	102  
51.1757	114  
51.2144	100  
51.2531	95   
51.2918	88   
51.3305	95   
51.3692	110  
51.4078	100  
51.4465	87   
51.4852	116  
51.5239	87   
51.5626	118  
51.6013	101  
51.64	110  
51.6787	82   
51.7174	93   
51.7561	117  
51.7947	96   
51.8334	94   
51.8721	95   
51.9108	91   
51.9495	105  
51.9882	104  
52.0269	112  
52.0656	96   
52.1043	100  
52.143	94   
52.1816	95   
52.2203	94   
52.259	126  
52.2977	96   
52.3364	113  
52.3751	104  
