19.9143	31   
19.953	25   
19.9917	27   
20.0304	32   
20.069	21   
20.1077	19   
20.1464	28   
20.1851	30   
20.2238	36   
20.2625	31   
20.3012	33   
20.3399	26   
20.3786	24   
20.4173	39   
20.4559	31   
20.4946	30   
20.5333	34   
20.572	36   
20.6107	36   
20.6494	41   
20.6881	30   
20.7268	41   
20.7655	36   
20.8042	47   
20.8428	31   
20.8815	41   
20.9202	41   
20.9589	51   
20.9976	50   
21.0363	54   
21.075	60   
21.1137	81   
21.1524	111  
21.1911	181  
21.2297	218  
21.2684	336  
21.3071	441  
21.3458	570  
21.3845	586  
21.4232	494  
21.4619	456  
21.5006	367  
21.5393	278  
21.578	198  
21.6166	139  
21.6553	116  
21.694	74   
21.7327	69   
21.7714	53   
21.8101	62   
21.8488	35   
21.8875	55   
21.9262	51   
21.9649	44   
22.0035	52   
22.0422	54   
22.0809	47   
22.1196	44   
22.1583	60   
22.197	54   
22.2357	55   
22.2744	51   
22.3131	48   
22.3517	57   
22.3904	50   
22.4291	66   
22.4678	62   
22.5065	71   
22.5452	52   
22.5839	63   
22.6226	60   
22.6613	54   
22.7	71   
22.7386	56   
22.7773	75   
22.816	83   
22.8547	67   
22.8934	78   
22.9321	74   
22.9708	69   
23.0095	59   
23.0482	85   
23.0869	79   
23.1255	76   
23.1642	65   
23.2029	72   
23.2416	80   
23.2803	82   
23.319	93   
23.3577	99   
23.3964	74   
23.4351	91   
23.4738	75   
23.5124	122  
23.5511	112  
23.5898	103  
23.6285	111  
23.6672	94   
23.7059	104  
23.7446	131  
23.7833	109  
23.822	180  
23.8607	177  
23.8993	200  
23.938	225  
23.9767	271  
24.0154	284  
24.0541	343  
24.0928	300  
24.1315	311  
24.1702	380  
24.2089	382  
24.2476	406  
24.2862	498  
24.3249	608  
24.3636	1036 
24.4023	1973 
24.441	4132 
24.4797	7808 
24.5184	14314
24.5571	24268
24.5958	36953
24.6345	50000
24.6731	60969
24.7118	66424
24.7505	64484
24.7892	56587
24.8279	43799
24.8666	30844
24.9053	19309
24.944	11123
24.9827	5894 
25.0214	2968 
25.06	1415 
25.0987	825  
25.1374	507  
25.1761	317  
25.2148	260  
25.2535	221  
25.2922	185  
25.3309	164  
25.3696	155  
25.4082	126  
25.4469	96   
25.4856	108  
25.5243	111  
25.563	92   
25.6017	103  
25.6404	89   
25.6791	88   
25.7178	103  
25.7565	86   
25.7951	88   
25.8338	88   
25.8725	81   
25.9112	68   
25.9499	97   
25.9886	81   
26.0273	82   
26.066	81   
26.1047	79   
26.1434	89   
26.182	71   
26.2207	63   
26.2594	77   
26.2981	62   
26.3368	63   
26.3755	85   
26.4142	92   
26.4529	90   
26.4916	64   
26.5303	74   
26.5689	85   
26.6076	82   
26.6463	66   
26.685	73   
26.7237	68   
26.7624	60   
26.8011	72   
26.8398	82   
26.8785	65   
26.9172	79   
26.9558	67   
26.9945	76   
27.0332	95   
27.0719	94   
27.1106	101  
27.1493	116  
27.188	110  
27.2267	108  
27.2654	128  
27.3041	121  
27.3427	117  
27.3814	98   
27.4201	109  
27.4588	92   
27.4975	80   
27.5362	83   
27.5749	73   
27.6136	68   
27.6523	91   
27.691	62   
27.7296	86   
27.7683	77   
27.807	92   
27.8457	103  
27.8844	82   
27.9231	84   
27.9618	90   
28.0005	90   
28.0392	74   
28.0779	70   
28.1165	79   
28.1552	80   
28.1939	69   
28.2326	76   
28.2713	59   
28.31	75   
28.3487	67   
28.3874	80   
28.4261	77   
28.4647	81   
28.5034	80   
28.5421	89   
28.5808	76   
28.6195	81   
28.6582	70   
28.6969	67   
28.7356	73   
28.7743	73   
28.813	63   
28.8516	76   
28.8903	77   
28.929	68   
28.9677	82   
29.0064	80   
29.0451	65   
29.0838	66   
29.1225	79   
29.1612	77   
29.1999	72   
29.2385	77   
29.2772	69   
29.3159	81   
29.3546	75   
29.3933	82   
29.432	74   
29.4707	85   
29.5094	93   
29.5481	75   
29.5868	76   
29.6254	77   
29.6641	81   
29.7028	74   
29.7415	70   
29.7802	76   
29.8189	82   
29.8576	69   
29.8963	78   
29.935	70   
29.9737	110  
30.0123	109  
30.051	138  
30.0897	129  
30.1284	115  
30.1671	127  
30.2058	124  
30.2445	144  
30.2832	145  
30.3219	134  
30.3606	153  
30.3992	146  
30.4379	134  
30.4766	148  
30.5153	137  
30.554	157  
30.5927	168  
30.6314	137  
30.6701	164  
30.7088	150  
30.7475	143  
30.7861	169  
30.8248	134  
30.8635	137  
30.9022	137  
30.9409	176  
30.9796	127  
31.0183	145  
31.057	143  
31.0957	160  
31.1344	149  
31.173	139  
31.2117	153  
31.2504	156  
31.2891	151  
31.3278	171  
31.3665	126  
31.4052	135  
31.4439	139  
31.4826	157  
31.5212	131  
31.5599	114  
31.5986	179  
31.6373	135  
31.676	163  
31.7147	164  
31.7534	147  
31.7921	144  
31.8308	127  
31.8695	143  
31.9081	154  
31.9468	151  
31.9855	144  
32.0242	152  
32.0629	174  
32.1016	170  
32.1403	126  
32.179	155  
32.2177	137  
32.2564	153  
32.295	137  
32.3337	158  
32.3724	152  
32.4111	163  
32.4498	134  
32.4885	134  
32.5272	165  
32.5659	170  
32.6046	158  
32.6433	159  
32.6819	177  
32.7206	159  
32.7593	177  
32.798	162  
32.8367	194  
32.8754	218  
32.9141	193  
32.9528	186  
32.9915	193  
33.0302	186  
33.0688	163  
33.1075	177  
33.1462	149  
33.1849	180  
33.2236	151  
33.2623	155  
33.301	164  
33.3397	151  
33.3784	143  
33.4171	160  
33.4557	146  
33.4944	159  
33.5331	165  
33.5718	162  
33.6105	153  
33.6492	148  
33.6879	172  
33.7266	195  
33.7653	157  
33.804	162  
33.8426	165  
33.8813	194  
33.92	155  
33.9587	181  
33.9974	171  
34.0361	167  
